EnrollmentID,CourseID,StudentID,Drop,DropSemester,DropDate
894,41,44,FALSE,,
895,42,44,FALSE,,
77,5,45,FALSE,,
78,6,45,FALSE,,
185,13,45,FALSE,,
186,14,45,FALSE,,
392,25,45,FALSE,,
421,26,45,FALSE,,
896,41,45,FALSE,,
897,42,45,FALSE,,
79,5,46,FALSE,,
80,6,46,FALSE,,
47,5,47,FALSE,,
48,6,47,FALSE,,
187,13,47,FALSE,,
188,14,47,FALSE,,
394,25,47,FALSE,,
423,26,47,FALSE,,
898,41,47,TRUE,2,7/7/14
899,42,47,TRUE,2,7/7/14
73,5,48,FALSE,,
74,6,48,FALSE,,
183,13,48,FALSE,,
184,14,48,FALSE,,
390,25,48,FALSE,,
419,26,48,FALSE,,
900,41,48,FALSE,,
901,42,48,FALSE,,
251,2,49,TRUE,1,2/15/11
252,3,49,TRUE,1,2/15/11
81,2,50,FALSE,,
82,3,50,FALSE,,
189,10,50,FALSE,,
190,11,50,FALSE,,
544,21,50,FALSE,,
545,22,50,FALSE,,
748,37,50,FALSE,,
749,38,50,FALSE,,
1217,49,50,FALSE,,
1243,50,50,FALSE,,
1534,65,50,FALSE,,
1535,66,50,FALSE,,
2203,81,50,FALSE,,
2234,82,50,FALSE,,
2654,97,50,FALSE,,
2678,98,50,FALSE,,
83,2,51,FALSE,,
84,3,51,FALSE,,
191,10,51,TRUE,1,11/25/11
192,11,51,TRUE,1,11/25/11
85,2,52,FALSE,,
86,3,52,FALSE,,
193,10,52,FALSE,,
194,11,52,FALSE,,
87,2,53,FALSE,,
88,3,53,FALSE,,
195,10,53,FALSE,,
196,11,53,FALSE,,
615,23,53,FALSE,,
632,24,53,FALSE,,
89,2,54,FALSE,,
90,3,54,FALSE,,
197,10,54,FALSE,,
198,11,54,FALSE,,
556,21,54,FALSE,,
557,22,54,FALSE,,
750,37,54,FALSE,,
751,38,54,FALSE,,
91,2,55,FALSE,,
92,3,55,FALSE,,
199,10,55,FALSE,,
200,11,55,FALSE,,
550,21,55,TRUE,2,5/24/13
551,22,55,TRUE,2,5/24/13
93,2,56,FALSE,,
94,3,56,FALSE,,
201,10,56,FALSE,,
202,11,56,FALSE,,
616,23,56,FALSE,,
633,24,56,FALSE,,
918,39,56,FALSE,,
919,40,56,FALSE,,
1273,51,56,FALSE,,
1286,52,56,FALSE,,
1592,67,56,FALSE,,
1593,68,56,FALSE,,
2260,83,56,FALSE,,
2275,84,56,FALSE,,
2700,101,56,TRUE,2,7/2/18
2718,102,56,TRUE,2,7/2/18
95,2,57,FALSE,,
96,3,57,FALSE,,
97,2,58,FALSE,,
98,3,58,FALSE,,
205,10,58,FALSE,,
206,11,58,FALSE,,
617,23,58,FALSE,,
634,24,58,FALSE,,
920,39,58,FALSE,,
921,40,58,FALSE,,
1274,51,58,FALSE,,
1287,52,58,FALSE,,
1594,67,58,FALSE,,
1595,68,58,FALSE,,
2270,83,58,FALSE,,
2273,84,58,FALSE,,
2709,101,58,TRUE,2,7/9/18
2727,102,58,TRUE,2,7/9/18
249,2,59,TRUE,1,
250,3,59,TRUE,1,
253,2,60,TRUE,1,
254,3,60,TRUE,1,
103,2,61,FALSE,,
104,3,61,FALSE,,
237,8,61,FALSE,,
238,9,61,FALSE,,
486,21,61,FALSE,,
510,22,61,FALSE,,
105,2,62,FALSE,,
106,3,62,FALSE,,
207,10,62,FALSE,,
208,11,62,FALSE,,
538,19,62,FALSE,,
539,20,62,FALSE,,
754,37,62,FALSE,,
755,38,62,FALSE,,
1218,49,62,FALSE,,
1244,50,62,FALSE,,
1536,65,62,FALSE,,
1537,66,62,FALSE,,
2214,81,62,TRUE,1,4/28/17
2233,82,62,TRUE,1,4/28/17
107,2,63,FALSE,,
108,3,63,FALSE,,
209,10,63,FALSE,,
210,11,63,FALSE,,
542,19,63,FALSE,,
543,20,63,FALSE,,
756,37,63,FALSE,,
757,38,63,FALSE,,
1219,49,63,FALSE,,
1245,50,63,FALSE,,
109,2,64,FALSE,,
110,3,64,FALSE,,
111,2,65,FALSE,,
112,3,65,FALSE,,
255,10,65,FALSE,,
256,11,65,FALSE,,
548,19,65,FALSE,,
549,20,65,FALSE,,
758,37,65,FALSE,,
759,38,65,FALSE,,
1220,49,65,FALSE,,
1246,50,65,FALSE,,
1540,65,65,FALSE,,
1541,66,65,FALSE,,
2213,81,65,FALSE,,
2231,82,65,FALSE,,
2663,99,65,FALSE,,
2687,100,65,FALSE,,
113,2,66,FALSE,,
114,3,66,FALSE,,
213,10,66,FALSE,,
214,20,66,FALSE,,
554,19,66,FALSE,,
555,20,66,FALSE,,
760,37,66,FALSE,,
761,38,66,FALSE,,
1353,47,66,FALSE,,
1354,48,66,FALSE,,
1507,63,66,FALSE,,
1508,64,66,FALSE,,
2145,79,66,FALSE,,
2173,80,66,FALSE,,
2601,97,66,FALSE,,
2630,98,66,FALSE,,
115,2,67,FALSE,,
116,3,67,FALSE,,
117,2,68,FALSE,,
118,3,68,FALSE,,
217,10,68,FALSE,,
218,11,68,FALSE,,
619,23,68,FALSE,,
636,24,68,FALSE,,
922,39,68,FALSE,,
923,40,68,FALSE,,
1275,51,68,FALSE,,
1288,52,68,FALSE,,
1596,67,68,FALSE,,
1597,68,68,FALSE,,
2267,83,68,FALSE,,
2277,84,68,FALSE,,
2706,101,68,TRUE,2,7/31/18
2724,102,68,TRUE,2,7/31/18
247,2,69,TRUE,2,4/5/11
248,3,69,TRUE,2,4/5/11
121,2,70,FALSE,,
122,3,70,FALSE,,
241,8,70,FALSE,,
242,9,70,FALSE,,
490,21,70,FALSE,,
514,22,70,FALSE,,
762,37,70,FALSE,,
763,38,70,FALSE,,
1221,49,70,FALSE,,
1247,50,70,FALSE,,
1542,65,70,FALSE,,
1543,66,70,FALSE,,
2212,81,70,FALSE,,
2230,82,70,FALSE,,
2650,99,70,TRUE,2,6/1/18
2674,100,70,TRUE,2,6/1/18
123,2,71,FALSE,,
124,3,71,FALSE,,
219,10,71,FALSE,,
220,11,71,FALSE,,
622,23,71,FALSE,,
639,24,71,FALSE,,
924,39,71,FALSE,,
925,40,71,FALSE,,
1213,49,71,FALSE,,
1214,50,71,FALSE,,
1544,65,71,FALSE,,
1545,66,71,FALSE,,
2211,81,71,FALSE,,
2228,82,71,FALSE,,
2661,99,71,FALSE,,
2685,100,71,FALSE,,
3378,120,71,TRUE,1,2/6/19
3393,121,71,TRUE,1,2/6/19
125,2,72,FALSE,,
126,3,72,FALSE,,
221,10,72,FALSE,,
222,11,72,FALSE,,
620,23,72,FALSE,,
637,24,72,FALSE,,
926,39,72,FALSE,,
927,40,72,FALSE,,
1276,51,72,FALSE,,
1289,52,72,FALSE,,
1598,67,72,FALSE,,
1599,68,72,FALSE,,
127,2,73,FALSE,,
128,3,73,FALSE,,
223,10,73,FALSE,,
224,11,73,FALSE,,
621,23,73,FALSE,,
638,24,73,FALSE,,
928,39,73,FALSE,,
929,40,73,FALSE,,
1277,51,73,FALSE,,
1290,52,73,FALSE,,
1600,67,73,FALSE,,
1601,68,73,FALSE,,
2261,83,73,FALSE,,
2276,84,73,FALSE,,
2701,101,73,FALSE,,
2719,102,73,FALSE,,
3407,122,73,FALSE,,
3416,123,73,FALSE,,
4061,144,73,FALSE,,
4075,145,73,FALSE,,
4638,168,73,FALSE,,
4639,169,73,FALSE,,
5120,194,73,FALSE,,
5121,195,73,FALSE,,
129,2,74,FALSE,,
130,3,74,FALSE,,
225,10,74,FALSE,,
226,11,74,FALSE,,
623,23,74,FALSE,,
640,24,74,FALSE,,
930,39,74,FALSE,,
931,40,74,FALSE,,
1278,51,74,FALSE,,
1291,52,74,FALSE,,
1602,67,74,FALSE,,
1603,68,74,FALSE,,
2264,83,74,FALSE,,
2278,84,74,FALSE,,
2703,101,74,FALSE,,
2721,102,74,FALSE,,
3408,122,74,TRUE,1,1/31/19
3417,123,74,TRUE,1,1/31/19
131,2,75,FALSE,,
132,3,75,FALSE,,
133,2,76,FALSE,,
134,3,76,FALSE,,
229,10,76,TRUE,2,4/15/12
230,11,76,TRUE,2,4/15/12
1012,34,76,FALSE,,
1013,35,76,FALSE,,
1176,47,76,FALSE,,
1204,48,76,FALSE,,
1509,63,76,FALSE,,
1510,64,76,FALSE,,
2155,79,76,FALSE,,
2176,80,76,FALSE,,
2610,97,76,FALSE,,
2639,98,76,FALSE,,
3276,118,76,FALSE,,
3301,119,76,FALSE,,
135,2,77,FALSE,,
136,3,77,FALSE,,
243,8,77,FALSE,,
244,9,77,FALSE,,
502,19,77,FALSE,,
526,20,77,FALSE,,
137,2,78,FALSE,,
138,3,78,FALSE,,
231,10,78,FALSE,,
232,11,78,FALSE,,
627,23,78,FALSE,,
644,24,78,FALSE,,
932,39,78,FALSE,,
933,40,78,FALSE,,
1267,51,78,FALSE,,
1268,52,78,FALSE,,
1604,67,78,FALSE,,
1605,68,78,FALSE,,
2259,83,78,FALSE,,
2287,84,78,FALSE,,
139,2,79,FALSE,,
140,3,79,FALSE,,
233,10,79,FALSE,,
234,11,79,FALSE,,
628,23,79,FALSE,,
645,24,79,FALSE,,
934,39,79,FALSE,,
935,40,79,FALSE,,
1279,51,79,FALSE,,
1292,52,79,FALSE,,
1606,67,79,FALSE,,
1607,68,79,FALSE,,
2266,83,79,FALSE,,
2279,84,79,FALSE,,
2705,101,79,FALSE,,
2723,102,79,FALSE,,
3409,122,79,FALSE,,
3418,123,79,FALSE,,
4062,144,79,FALSE,,
4068,145,79,FALSE,,
141,2,80,FALSE,,
142,3,80,FALSE,,
235,10,80,FALSE,,
236,11,80,FALSE,,
629,23,80,FALSE,,
646,24,80,FALSE,,
936,39,80,FALSE,,
937,40,80,FALSE,,
1280,51,80,FALSE,,
1293,52,80,FALSE,,
1608,67,80,FALSE,,
1609,68,80,FALSE,,
2262,83,80,FALSE,,
2281,84,80,FALSE,,
2702,101,80,FALSE,,
2720,102,80,FALSE,,
3410,122,80,FALSE,,
3419,123,80,FALSE,,
4063,144,80,FALSE,,
4069,145,80,FALSE,,
4632,168,80,FALSE,,
4633,169,80,FALSE,,
5126,194,80,FALSE,,
5127,195,80,FALSE,,
258,13,96,TRUE,2,4/15/12
259,14,96,TRUE,2,4/15/12
260,13,97,FALSE,,
261,14,97,FALSE,,
380,25,97,FALSE,,
409,26,97,FALSE,,
264,13,98,FALSE,,
265,14,98,FALSE,,
372,25,98,FALSE,,
401,26,98,FALSE,,
904,41,98,FALSE,,
905,42,98,FALSE,,
266,13,99,FALSE,,
267,14,99,FALSE,,
389,25,99,FALSE,,
418,26,99,FALSE,,
906,41,99,FALSE,,
907,42,99,FALSE,,
1312,53,99,FALSE,,
1327,54,99,FALSE,,
268,69,100,FALSE,,
269,14,100,FALSE,,
382,25,100,FALSE,,
411,26,100,FALSE,,
908,41,100,FALSE,,
909,42,100,FALSE,,
1648,53,100,FALSE,,
1649,54,100,FALSE,,
1686,69,100,FALSE,,
1687,70,100,FALSE,,
2316,85,100,FALSE,,
2329,86,100,FALSE,,
2749,103,100,FALSE,,
2767,104,100,FALSE,,
3551,124,100,FALSE,,
3552,125,100,FALSE,,
4076,146,100,FALSE,,
4083,147,100,FALSE,,
4644,170,100,FALSE,,
4645,171,100,FALSE,,
262,13,101,FALSE,,
263,14,101,FALSE,,
369,25,101,FALSE,,
398,26,101,FALSE,,
270,13,102,FALSE,,
271,14,102,FALSE,,
660,25,102,TRUE,1,1/28/13
661,26,102,TRUE,1,1/28/13
272,13,103,FALSE,,
273,14,103,FALSE,,
393,25,103,FALSE,,
422,26,103,FALSE,,
912,41,103,FALSE,,
913,42,103,FALSE,,
277,10,104,FALSE,,
278,11,104,FALSE,,
614,23,104,FALSE,,
631,24,104,FALSE,,
938,39,104,FALSE,,
939,40,104,FALSE,,
279,10,105,FALSE,,
280,11,105,FALSE,,
618,23,105,FALSE,,
635,24,105,FALSE,,
687,37,105,FALSE,,
688,38,105,FALSE,,
1215,49,105,FALSE,,
1241,50,105,FALSE,,
1546,65,105,FALSE,,
1547,66,105,FALSE,,
2210,81,105,FALSE,,
2227,82,105,FALSE,,
281,10,107,FALSE,,
282,11,107,FALSE,,
283,10,108,FALSE,,
284,11,108,FALSE,,
540,21,108,FALSE,,
541,22,108,FALSE,,
764,37,108,FALSE,,
765,38,108,FALSE,,
1222,49,108,FALSE,,
1248,50,108,FALSE,,
1548,65,108,FALSE,,
1549,66,108,FALSE,,
2209,81,108,TRUE,1,2/1/17
2225,82,108,TRUE,1,2/1/17
285,10,109,FALSE,,
286,11,109,FALSE,,
626,23,109,FALSE,,
643,24,109,FALSE,,
689,37,109,FALSE,,
690,38,109,FALSE,,
1216,49,109,FALSE,,
1242,50,109,FALSE,,
1550,65,109,FALSE,,
1551,66,109,FALSE,,
2208,81,109,FALSE,,
2229,82,109,FALSE,,
287,10,110,FALSE,,
288,11,110,FALSE,,
546,21,110,FALSE,,
547,22,110,FALSE,,
766,37,110,FALSE,,
767,38,110,FALSE,,
1223,49,110,FALSE,,
1249,50,110,FALSE,,
1552,65,110,FALSE,,
1553,66,110,FALSE,,
2198,81,110,TRUE,1,3/1/17
2243,82,110,TRUE,1,3/1/17
289,10,111,FALSE,,
290,11,111,FALSE,,
630,23,111,FALSE,,
647,24,111,FALSE,,
940,39,111,FALSE,,
941,40,111,FALSE,,
1282,51,111,FALSE,,
1295,52,111,FALSE,,
1610,67,111,FALSE,,
1611,68,111,FALSE,,
2265,83,111,FALSE,,
2282,84,111,FALSE,,
2704,101,111,FALSE,,
2722,102,111,FALSE,,
3411,122,111,FALSE,,
3420,123,111,FALSE,,
4064,144,111,FALSE,,
4070,145,111,FALSE,,
4636,168,111,FALSE,,
4637,169,111,FALSE,,
5124,194,111,FALSE,,
5125,195,111,FALSE,,
329,8,112,FALSE,,
330,9,112,FALSE,,
480,19,112,FALSE,,
504,20,112,FALSE,,
768,37,112,FALSE,,
769,38,112,FALSE,,
1224,49,112,FALSE,,
1250,50,112,FALSE,,
1554,65,112,FALSE,,
1555,66,112,FALSE,,
2206,81,112,FALSE,,
2249,82,112,FALSE,,
2657,99,112,FALSE,,
2681,100,112,FALSE,,
3379,120,112,FALSE,,
3394,121,112,FALSE,,
4045,142,112,FALSE,,
4053,143,112,FALSE,,
321,8,113,FALSE,,
322,9,113,FALSE,,
481,19,113,FALSE,,
505,20,113,FALSE,,
770,37,113,FALSE,,
771,38,113,FALSE,,
1225,49,113,FALSE,,
1251,50,113,FALSE,,
1556,65,113,FALSE,,
1557,66,113,FALSE,,
2215,81,113,FALSE,,
2246,82,113,FALSE,,
2664,99,113,TRUE,1,4/30/18
2688,100,113,TRUE,1,4/30/18
291,8,114,FALSE,,
292,9,114,FALSE,,
483,21,114,FALSE,,
507,22,114,FALSE,,
772,37,114,FALSE,,
773,38,114,FALSE,,
1226,49,114,FALSE,,
1252,50,114,FALSE,,
1558,65,114,TRUE,1,2/15/16
1559,66,114,TRUE,1,2/15/16
303,9,115,FALSE,,
304,8,115,FALSE,,
295,8,116,FALSE,,
296,9,116,FALSE,,
485,19,116,FALSE,,
509,20,116,FALSE,,
774,37,116,FALSE,,
775,38,116,FALSE,,
1227,49,116,FALSE,,
1253,50,116,FALSE,,
1560,65,116,FALSE,,
1561,66,116,FALSE,,
2204,81,116,FALSE,,
2244,82,116,FALSE,,
2655,99,116,TRUE,1,1/23/18
2679,100,116,TRUE,1,1/23/18
313,8,117,FALSE,,
314,9,117,FALSE,,
487,19,117,FALSE,,
511,20,117,FALSE,,
776,37,117,FALSE,,
777,38,117,FALSE,,
1228,49,117,FALSE,,
1254,50,117,FALSE,,
1562,65,117,FALSE,,
1563,66,117,FALSE,,
2202,81,117,FALSE,,
2250,82,117,FALSE,,
2653,99,117,FALSE,,
2677,100,117,FALSE,,
3380,120,117,TRUE,2,5/20/19
3395,121,117,TRUE,2,5/20/19
305,8,118,FALSE,,
306,9,118,FALSE,,
489,21,118,FALSE,,
513,22,118,FALSE,,
778,37,118,FALSE,,
779,38,118,FALSE,,
1229,49,118,FALSE,,
1255,50,118,FALSE,,
1564,65,118,FALSE,,
1565,66,118,FALSE,,
2207,81,118,FALSE,,
2241,82,118,FALSE,,
2658,99,118,FALSE,,
2682,100,118,FALSE,,
3381,120,118,FALSE,,
3396,121,118,FALSE,,
4046,142,118,FALSE,,
4054,143,118,FALSE,,
331,8,119,FALSE,,
332,9,119,FALSE,,
534,15,119,FALSE,,
535,16,119,FALSE,,
691,32,119,FALSE,,
692,33,119,FALSE,,
327,8,121,FALSE,,
328,9,121,FALSE,,
491,19,121,FALSE,,
515,20,121,FALSE,,
780,37,121,FALSE,,
781,38,121,FALSE,,
1230,49,121,FALSE,,
1256,50,121,FALSE,,
1566,65,121,FALSE,,
1567,66,121,FALSE,,
2201,81,121,FALSE,,
2240,82,121,FALSE,,
299,8,122,FALSE,,
300,9,122,FALSE,,
492,21,122,FALSE,,
516,22,122,FALSE,,
782,37,122,TRUE,2,7/7/14
783,38,122,TRUE,2,7/7/14
315,8,123,FALSE,,
316,9,123,FALSE,,
493,19,123,FALSE,,
517,20,123,FALSE,,
307,8,124,FALSE,,
308,9,124,FALSE,,
495,19,124,FALSE,,
519,20,124,FALSE,,
301,8,125,FALSE,,
302,9,125,FALSE,,
532,17,125,FALSE,,
533,18,125,FALSE,,
722,34,125,FALSE,,
723,35,125,FALSE,,
1164,55,125,FALSE,,
1192,56,125,FALSE,,
1730,63,125,FALSE,,
1731,64,125,FALSE,,
2149,79,125,FALSE,,
2195,80,125,FALSE,,
2620,97,125,FALSE,,
2649,98,125,FALSE,,
293,8,126,FALSE,,
294,9,126,FALSE,,
496,21,126,FALSE,,
520,22,126,FALSE,,
788,37,126,FALSE,,
789,38,126,FALSE,,
1349,47,126,FALSE,,
1350,48,126,FALSE,,
1511,63,126,FALSE,,
1512,64,126,FALSE,,
2157,79,126,FALSE,,
2172,80,126,FALSE,,
311,8,127,FALSE,,
312,9,127,FALSE,,
497,19,127,FALSE,,
521,20,127,FALSE,,
790,37,127,FALSE,,
791,38,127,FALSE,,
1231,49,127,FALSE,,
1257,50,127,FALSE,,
1568,65,127,FALSE,,
1569,66,127,FALSE,,
2200,81,127,FALSE,,
2238,82,127,FALSE,,
2651,99,127,TRUE,1,1/23/18
2675,100,127,TRUE,1,1/23/18
309,8,128,TRUE,2,4/15/12
310,9,128,TRUE,2,4/15/12
297,8,129,FALSE,,
298,9,129,FALSE,,
499,19,129,FALSE,,
523,20,129,FALSE,,
792,37,129,FALSE,,
793,38,129,FALSE,,
1232,49,129,FALSE,,
1258,50,129,FALSE,,
1570,65,129,FALSE,,
1571,66,129,FALSE,,
2199,81,129,FALSE,,
2237,82,129,FALSE,,
2660,99,129,FALSE,,
2684,100,129,FALSE,,
3382,120,129,FALSE,,
3397,121,129,FALSE,,
323,8,130,FALSE,,
324,9,130,FALSE,,
500,21,130,FALSE,,
524,22,130,FALSE,,
794,37,130,TRUE,1,2/26/14
795,38,130,TRUE,1,2/26/14
317,8,132,FALSE,,
318,9,132,FALSE,,
503,21,132,FALSE,,
527,22,132,FALSE,,
806,37,132,FALSE,,
807,38,132,FALSE,,
1236,49,132,FALSE,,
1262,50,132,FALSE,,
1572,65,132,FALSE,,
1573,66,132,FALSE,,
2205,81,132,FALSE,,
2248,82,132,FALSE,,
339,10,136,FALSE,,
340,11,136,FALSE,,
664,23,136,FALSE,,
665,24,136,FALSE,,
942,39,136,FALSE,,
943,40,136,FALSE,,
1283,51,136,FALSE,,
1296,52,136,FALSE,,
1612,67,136,FALSE,,
1613,68,136,FALSE,,
2258,83,136,FALSE,,
2283,84,136,FALSE,,
337,10,137,FALSE,,
338,11,137,FALSE,,
624,23,137,FALSE,,
641,24,137,FALSE,,
944,39,137,FALSE,,
945,40,137,FALSE,,
1284,51,137,FALSE,,
1297,52,137,FALSE,,
1614,67,137,FALSE,,
1615,68,137,FALSE,,
2268,83,137,FALSE,,
2284,84,137,FALSE,,
2707,101,137,TRUE,2,5/7/18
2725,102,137,TRUE,2,5/7/18
347,8,140,FALSE,,
348,9,140,FALSE,,
482,21,140,FALSE,,
506,22,140,FALSE,,
798,37,140,FALSE,,
799,38,140,FALSE,,
1233,49,140,FALSE,,
1259,50,140,FALSE,,
1574,65,140,FALSE,,
1575,66,140,FALSE,,
2218,81,140,FALSE,,
2239,82,140,FALSE,,
2665,99,140,FALSE,,
2689,100,140,FALSE,,
345,8,141,FALSE,,
346,9,141,FALSE,,
494,21,141,FALSE,,
518,22,141,FALSE,,
800,37,141,FALSE,,
801,38,141,FALSE,,
1234,49,141,FALSE,,
1260,50,141,FALSE,,
1576,65,141,FALSE,,
1577,66,141,FALSE,,
2220,81,141,FALSE,,
2251,82,141,FALSE,,
2667,99,141,FALSE,,
2691,100,141,FALSE,,
3384,120,141,TRUE,1,1/22/19
3399,121,141,TRUE,1,1/22/19
343,8,142,FALSE,,
344,9,142,FALSE,,
536,17,142,FALSE,,
537,18,142,FALSE,,
724,34,142,FALSE,,
725,35,142,FALSE,,
1165,47,142,FALSE,,
1193,48,142,FALSE,,
1513,63,142,FALSE,,
1514,64,142,FALSE,,
2164,79,142,FALSE,,
2168,80,142,FALSE,,
2619,97,142,FALSE,,
